iter1,iter2,iter3,perf,algo
0.5440972222222222,,,Val Acc,convlstm
0.6204861111111111,,,Val Acc,convlstm
0.621875,,,Val Acc,convlstm
0.6222222222222222,,,Val Acc,convlstm
0.6708333333333333,,,Val Acc,convlstm
0.8253472222222222,,,Val Acc,convlstm
0.8798611111111111,,,Val Acc,convlstm
0.9104166666666667,,,Val Acc,convlstm
0.9135416666666667,,,Val Acc,convlstm
0.9232638888888889,,,Val Acc,convlstm
0.9201388888888888,,,Val Acc,convlstm
0.9215277777777777,,,Val Acc,convlstm
0.9201388888888888,,,Val Acc,convlstm
0.9253472222222222,,,Val Acc,convlstm
0.9295138888888889,,,Val Acc,convlstm
0.9256944444444445,,,Val Acc,convlstm
0.9201388888888888,,,Val Acc,convlstm
0.9274305555555555,,,Val Acc,convlstm
0.9305555555555556,,,Val Acc,convlstm
0.9298611111111111,,,Val Acc,convlstm
0.9305555555555556,,,Val Acc,convlstm
0.9295138888888889,,,Val Acc,convlstm
0.9298611111111111,,,Val Acc,convlstm
0.9302083333333333,,,Val Acc,convlstm
0.934375,,,Val Acc,convlstm
0.9340277777777778,,,Val Acc,convlstm
0.9371527777777777,,,Val Acc,convlstm
0.9350694444444444,,,Val Acc,convlstm
0.9378472222222223,,,Val Acc,convlstm
0.940625,,,Val Acc,convlstm
1.0126609047253927,,,Val Loss,convlstm
0.8157015800476074,,,Val Loss,convlstm
0.7539733436372545,,,Val Loss,convlstm
0.7206194970342849,,,Val Loss,convlstm
0.6375436577532027,,,Val Loss,convlstm
0.5392524103323618,,,Val Loss,convlstm
0.3789580957757102,,,Val Loss,convlstm
0.29768804013729094,,,Val Loss,convlstm
0.27261129650804733,,,Val Loss,convlstm
0.2445934342013465,,,Val Loss,convlstm
0.24651809963915083,,,Val Loss,convlstm
0.24201427549123763,,,Val Loss,convlstm
0.2371739657388793,,,Val Loss,convlstm
0.2238029291232427,,,Val Loss,convlstm
0.21774938454230627,,,Val Loss,convlstm
0.23442587074306276,,,Val Loss,convlstm
0.24396904011567433,,,Val Loss,convlstm
0.20598910666174358,,,Val Loss,convlstm
0.21035506518350708,,,Val Loss,convlstm
0.21673139267497593,,,Val Loss,convlstm
0.204546059254143,,,Val Loss,convlstm
0.2147899980346362,,,Val Loss,convlstm
0.20891327112913133,,,Val Loss,convlstm
0.21603664507468542,,,Val Loss,convlstm
0.20423015016648505,,,Val Loss,convlstm
0.22498318900664646,,,Val Loss,convlstm
0.21802218895819453,,,Val Loss,convlstm
0.21264949391285579,,,Val Loss,convlstm
0.22056217168768247,,,Val Loss,convlstm
0.20967779838376574,,,Val Loss,convlstm
1.1719628272923757,,,Loss,convlstm
0.9204818669263548,,,Loss,convlstm
0.7810626273792908,,,Loss,convlstm
0.732638286446488,,,Loss,convlstm
0.6716491813352956,,,Loss,convlstm
0.5856568809048769,,,Loss,convlstm
0.43926016654696853,,,Loss,convlstm
0.28360361633119846,,,Loss,convlstm
0.2341062661565492,,,Loss,convlstm
0.1894517662947457,,,Loss,convlstm
0.17286933031086565,,,Loss,convlstm
0.15219759971441246,,,Loss,convlstm
0.13809220451466853,,,Loss,convlstm
0.1369950194454811,,,Loss,convlstm
0.12181533642771729,,,Loss,convlstm
0.11608830260346467,,,Loss,convlstm
0.10879205659631776,,,Loss,convlstm
0.10593115701092332,,,Loss,convlstm
0.10619273162561123,,,Loss,convlstm
0.09931463773298986,,,Loss,convlstm
0.09216004244255721,,,Loss,convlstm
0.0915017301998498,,,Loss,convlstm
0.09815498360435701,,,Loss,convlstm
0.09103336484826091,,,Loss,convlstm
0.08667644805092604,,,Loss,convlstm
0.082949456842836,,,Loss,convlstm
0.08368343883010868,,,Loss,convlstm
0.08228914364517315,,,Loss,convlstm
0.08021270696630582,,,Loss,convlstm
0.07920014663275775,,,Loss,convlstm
0.4447015270983825,,,Acc,convlstm
0.5867653863676054,,,Acc,convlstm
0.6142989357606728,,,Acc,convlstm
0.6168440536236884,,,Acc,convlstm
0.634197130875144,,,Acc,convlstm
0.7290606199178029,,,Acc,convlstm
0.8408144378430421,,,Acc,convlstm
0.9095326238404485,,,Acc,convlstm
0.9164738547520636,,,Acc,convlstm
0.934752429430819,,,Acc,convlstm
0.9363720500320265,,,Acc,convlstm
0.9426191576042422,,,Acc,convlstm
0.9456270245256826,,,Acc,convlstm
0.9453956501895441,,,Acc,convlstm
0.950023137491536,,,Acc,convlstm
0.9504858859431573,,,Acc,convlstm
0.9521055065443647,,,Acc,convlstm
0.9521055067374385,,,Acc,convlstm
0.9516427579824156,,,Acc,convlstm
0.9532623785284591,,,Acc,convlstm
0.9562702450361698,,,Acc,convlstm
0.9565016193998902,,,Acc,convlstm
0.9523368808805033,,,Acc,convlstm
0.9558074965569665,,,Acc,convlstm
0.9574271168547722,,,Acc,convlstm
0.957889865830451,,,Acc,convlstm
0.958352614557892,,,Acc,convlstm
0.9604349836107208,,,Acc,convlstm
0.9627487274685815,,,Acc,convlstm
0.9699213327163351,,,Acc,convlstm
,0.5381944444444444,,Val Acc,convlstm
,0.60625,,Val Acc,convlstm
,0.6114583333333333,,Val Acc,convlstm
,0.625,,Val Acc,convlstm
,0.6729166666666667,,Val Acc,convlstm
,0.6979166666666666,,Val Acc,convlstm
,0.8493055555555555,,Val Acc,convlstm
,0.9055555555555556,,Val Acc,convlstm
,0.9145833333333333,,Val Acc,convlstm
,0.9069444444444444,,Val Acc,convlstm
,0.9201388888888888,,Val Acc,convlstm
,0.9267361111111111,,Val Acc,convlstm
,0.9177083333333333,,Val Acc,convlstm
,0.928125,,Val Acc,convlstm
,0.9319444444444445,,Val Acc,convlstm
,0.9350694444444444,,Val Acc,convlstm
,0.9440972222222223,,Val Acc,convlstm
,0.9440972222222223,,Val Acc,convlstm
,0.95,,Val Acc,convlstm
,0.9454861111111111,,Val Acc,convlstm
,0.9489583333333333,,Val Acc,convlstm
,0.9527777777777777,,Val Acc,convlstm
,0.9503472222222222,,Val Acc,convlstm
,0.9520833333333333,,Val Acc,convlstm
,0.95,,Val Acc,convlstm
,0.9493055555555555,,Val Acc,convlstm
,0.9520833333333333,,Val Acc,convlstm
,0.9503472222222222,,Val Acc,convlstm
,0.9496527777777778,,Val Acc,convlstm
,0.9489583333333333,,Val Acc,convlstm
,1.0225558545854356,,Val Loss,convlstm
,0.8232908831702338,,Val Loss,convlstm
,0.7581801070107355,,Val Loss,convlstm
,0.7087761998176575,,Val Loss,convlstm
,0.6457302716043261,,Val Loss,convlstm
,0.5890993939505683,,Val Loss,convlstm
,0.4940733916229672,,Val Loss,convlstm
,0.32957564956612057,,Val Loss,convlstm
,0.28022524813810984,,Val Loss,convlstm
,0.272847931418154,,Val Loss,convlstm
,0.24896359460221396,,Val Loss,convlstm
,0.22801162170039282,,Val Loss,convlstm
,0.2556767675611708,,Val Loss,convlstm
,0.22124452135629125,,Val Loss,convlstm
,0.2090074719654189,,Val Loss,convlstm
,0.20903714034292434,,Val Loss,convlstm
,0.1935553986993101,,Val Loss,convlstm
,0.20252367237375843,,Val Loss,convlstm
,0.17843582692245644,,Val Loss,convlstm
,0.19969050068822172,,Val Loss,convlstm
,0.19060035215483773,,Val Loss,convlstm
,0.17255821426709492,,Val Loss,convlstm
,0.17956853152977095,,Val Loss,convlstm
,0.17731824529667695,,Val Loss,convlstm
,0.18026922200289036,,Val Loss,convlstm
,0.19607081200099655,,Val Loss,convlstm
,0.18313422658377224,,Val Loss,convlstm
,0.18727730893426472,,Val Loss,convlstm
,0.20164065601097214,,Val Loss,convlstm
,0.2051407311939531,,Val Loss,convlstm
,1.179281507582093,,Loss,convlstm
,0.9178129284539636,,Loss,convlstm
,0.7722320925963251,,Loss,convlstm
,0.7279325368668073,,Loss,convlstm
,0.6606047243114315,,Loss,convlstm
,0.5996315271310484,,Loss,convlstm
,0.5155732570589279,,Loss,convlstm
,0.36642906700003647,,Loss,convlstm
,0.25475472130470944,,Loss,convlstm
,0.2135941631426584,,Loss,convlstm
,0.19436759437912318,,Loss,convlstm
,0.18040057679587412,,Loss,convlstm
,0.16116506095729125,,Loss,convlstm
,0.15279363897706225,,Loss,convlstm
,0.14488237321183728,,Loss,convlstm
,0.1375934154015898,,Loss,convlstm
,0.12730966190506274,,Loss,convlstm
,0.12015947976745647,,Loss,convlstm
,0.11275341182478266,,Loss,convlstm
,0.10448706889941371,,Loss,convlstm
,0.10127803237832073,,Loss,convlstm
,0.09545161495694597,,Loss,convlstm
,0.08502120673673702,,Loss,convlstm
,0.0869898388764749,,Loss,convlstm
,0.0797881045262814,,Loss,convlstm
,0.07426703360995338,,Loss,convlstm
,0.07253082832325834,,Loss,convlstm
,0.07483969379711185,,Loss,convlstm
,0.06984857611973588,,Loss,convlstm
,0.0667646503884454,,Loss,convlstm
,0.44030541416011104,,Acc,convlstm
,0.5997223509290273,,Acc,convlstm
,0.627718648663388,,Acc,convlstm
,0.6279500231098544,,Acc,convlstm
,0.6638130497071877,,Acc,convlstm
,0.6980564554826577,,Acc,convlstm
,0.8058769088936646,,Acc,convlstm
,0.8866265618321191,,Acc,convlstm
,0.9167052288675462,,Acc,convlstm
,0.9250347059614843,,Acc,convlstm
,0.9289680703929705,,Acc,convlstm
,0.9291994444808713,,Acc,convlstm
,0.9366034243957471,,Acc,convlstm
,0.9386857934209938,,Acc,convlstm
,0.9451642758258235,,Acc,convlstm
,0.9567329937636108,,Acc,convlstm
,0.9678389632221948,,Acc,convlstm
,0.9722350761328843,,Acc,convlstm
,0.9763998146798533,,Acc,convlstm
,0.97593706620065,,Acc,convlstm
,0.9740860710426482,,Acc,convlstm
,0.9754743174456271,,Acc,convlstm
,0.9798704303563165,,Acc,convlstm
,0.9789449329290165,,Acc,convlstm
,0.98149005090236,,Acc,convlstm
,0.9812586763179837,,Acc,convlstm
,0.982415548384824,,Acc,convlstm
,0.9810273021749191,,Acc,convlstm
,0.9835724201758446,,Acc,convlstm
,0.983341045812124,,Acc,convlstm
,,0.5802083333333333,Val Acc,convlstm
,,0.6020833333333333,Val Acc,convlstm
,,0.6190972222222222,Val Acc,convlstm
,,0.6232638888888888,Val Acc,convlstm
,,0.6743055555555556,Val Acc,convlstm
,,0.8072916666666666,Val Acc,convlstm
,,0.8600694444444444,Val Acc,convlstm
,,0.9027777777777778,Val Acc,convlstm
,,0.8989583333333333,Val Acc,convlstm
,,0.915625,Val Acc,convlstm
,,0.9159722222222222,Val Acc,convlstm
,,0.9246527777777778,Val Acc,convlstm
,,0.9166666666666666,Val Acc,convlstm
,,0.9222222222222223,Val Acc,convlstm
,,0.9284722222222223,Val Acc,convlstm
,,0.9305555555555556,Val Acc,convlstm
,,0.921875,Val Acc,convlstm
,,0.9319444444444445,Val Acc,convlstm
,,0.9236111111111112,Val Acc,convlstm
,,0.9315972222222222,Val Acc,convlstm
,,0.9298611111111111,Val Acc,convlstm
,,0.9329861111111111,Val Acc,convlstm
,,0.9319444444444445,Val Acc,convlstm
,,0.9315972222222222,Val Acc,convlstm
,,0.9302083333333333,Val Acc,convlstm
,,0.9357638888888888,Val Acc,convlstm
,,0.9364583333333333,Val Acc,convlstm
,,0.9298611111111111,Val Acc,convlstm
,,0.9319444444444445,Val Acc,convlstm
,,0.9354166666666667,Val Acc,convlstm
,,1.006437106927236,Val Loss,convlstm
,,0.8404502219623989,Val Loss,convlstm
,,0.7581719120343526,Val Loss,convlstm
,,0.7279097146458096,Val Loss,convlstm
,,0.6640635172526042,Val Loss,convlstm
,,0.5943260954485999,Val Loss,convlstm
,,0.44023583134015404,Val Loss,convlstm
,,0.33596865004963344,Val Loss,convlstm
,,0.3066328697734409,Val Loss,convlstm
,,0.2941767575012313,Val Loss,convlstm
,,0.2719208101431529,Val Loss,convlstm
,,0.2581717716323005,Val Loss,convlstm
,,0.2781526267528534,Val Loss,convlstm
,,0.2516941795746485,Val Loss,convlstm
,,0.25048747426933715,Val Loss,convlstm
,,0.23662303172879748,Val Loss,convlstm
,,0.2559999480843544,Val Loss,convlstm
,,0.26148074368635815,Val Loss,convlstm
,,0.2734036235345734,Val Loss,convlstm
,,0.23318377600775825,Val Loss,convlstm
,,0.24620254470242395,Val Loss,convlstm
,,0.2581229312552346,Val Loss,convlstm
,,0.24858990899390646,Val Loss,convlstm
,,0.2521229245596462,Val Loss,convlstm
,,0.25969278555777336,Val Loss,convlstm
,,0.24567816356817881,Val Loss,convlstm
,,0.24221371884147327,Val Loss,convlstm
,,0.2601224459707737,Val Loss,convlstm
,,0.24953800357050365,Val Loss,convlstm
,,0.2485129367146227,Val Loss,convlstm
,,1.1597937912038496,Loss,convlstm
,,0.9025895250775868,Loss,convlstm
,,0.7681884618337261,Loss,convlstm
,,0.7204578523832248,Loss,convlstm
,,0.6717779136046057,Loss,convlstm
,,0.5883028204382597,Loss,convlstm
,,0.4527892862713376,Loss,convlstm
,,0.3017885413215647,Loss,convlstm
,,0.2420571686037157,Loss,convlstm
,,0.20378297666317885,Loss,convlstm
,,0.18641586021823167,Loss,convlstm
,,0.16253639480434376,Loss,convlstm
,,0.151476592059932,Loss,convlstm
,,0.14308172479540812,Loss,convlstm
,,0.13200786112635735,Loss,convlstm
,,0.12379685499391198,Loss,convlstm
,,0.11903886170174335,Loss,convlstm
,,0.11662667487825111,Loss,convlstm
,,0.11380015758729434,Loss,convlstm
,,0.10559472957456184,Loss,convlstm
,,0.09584343100327797,Loss,convlstm
,,0.09402957695162666,Loss,convlstm
,,0.09390026081331015,Loss,convlstm
,,0.08957360213909475,Loss,convlstm
,,0.08549099523455167,Loss,convlstm
,,0.08947976726016366,Loss,convlstm
,,0.08306156031956335,Loss,convlstm
,,0.08406514947228082,Loss,convlstm
,,0.0848008949845712,Loss,convlstm
,,0.08219375333428548,Loss,convlstm
,,0.4608977324760716,Acc,convlstm
,,0.607820453466171,Acc,convlstm
,,0.6175381767838048,Acc,convlstm
,,0.6214715410911722,Acc,convlstm
,,0.6360481258400719,Acc,convlstm
,,0.7218880148631233,Acc,convlstm
,,0.8405830632310838,Acc,convlstm
,,0.9055992593813803,Acc,convlstm
,,0.9155483570213618,Acc,convlstm
,,0.9264229521438072,Acc,convlstm
,,0.9329014343003993,Acc,convlstm
,,0.9396112910965315,Acc,convlstm
,,0.9447015271259646,Acc,convlstm
,,0.9458583986687472,Acc,convlstm
,,0.9497917628795778,Acc,convlstm
,,0.9502545118552564,Acc,convlstm
,,0.951874132346136,Acc,convlstm
,,0.9502545118000926,Acc,convlstm
,,0.953262378556041,Acc,convlstm
,,0.9555761219450083,Acc,convlstm
,,0.9585839887009567,Acc,convlstm
,,0.9595094861558388,Acc,convlstm
,,0.9585839887009567,Acc,convlstm
,,0.9583526143648182,Acc,convlstm
,,0.9599722351039355,Acc,convlstm
,,0.9592781117645363,Acc,convlstm
,,0.9618232297930437,Acc,convlstm
,,0.9604349835831387,Acc,convlstm
,,0.9615918554017413,Acc,convlstm
,,0.962517353104861,Acc,convlstm
